0.545454545	0.488003684	0.75	0.581106237	0.647956256
0.272727273	0.851332593	0	0.139340992	0.329947797
0.909090909	0.087727654	0.25	0.444529553	0.232188106
0.636363636	0.806340187	0.25	0.626924229	0.634627647
0.363636364	0.055464998	1	0.489433885	0.410362953
0.545454545	0.842821586	0.5	0.402217256	0.56740962
0.818181818	0.051443432	0.25	0.994950126	0.43663121
0.181818182	0.018020889	0.5	0.88128931	0.446173443
0.545454545	0.697340404	0.75	0.624092697	0.758519476
0.909090909	0.997900179	0	0.570003573	0.412515344
0.909090909	0.897165856	1	0.621344143	0.793330495
0.636363636	0.576270331	0.5	0.201525985	0.442478934
0.363636364	0.917969597	0.25	0.395568759	0.459554509
0.272727273	0.005066962	0.5	0.039492091	0.083375573
0.636363636	0.975692175	0.25	0.476067133	0.486271877
0.636363636	0.490945263	0.5	0.543621274	0.552664768
0.181818182	0.723297986	0.25	0.227993231	0.477503264
0.454545455	0.821350043	0.75	0.965097178	0.884508433
0.363636364	0.718855233	0.25	0.910461804	0.744079449
0.090909091	0.535272402	0.25	0.722940588	0.57743402
0.636363636	0.476803466	0	0.533972521	0.361959081
1	0.839086808	0.25	0.870932118	0.693097088
0.454545455	0.20502128	0	0.130787063	0.091758658
0.090909091	0.96861282	1	0.791383736	0.781303131
1	0.7113438	0	0.124949	0.362390762
0.363636364	0.199445719	0.75	0.79508875	0.550353733
0	0.736660886	0	0.276064856	0.454936431
1	0.530071095	1	0.878061517	0.851419783
0.818181818	0.707618123	0.75	0.945088034	0.879083295
0.454545455	0.768221104	0.5	0.148951014	0.510167355
1	0.087129681	0.5	0.463182282	0.291787922
0.727272727	0.506314027	0	0.982074707	0.585446668
0	0.932601261	0	0.483937338	0.427321236
0.909090909	0.320688165	1	0.864503287	0.702669528
0.909090909	0.594170835	1	0.589379416	0.733648124
0.818181818	0.369319445	0.25	0.375738733	0.350105272
1	0.454432178	1	0.286092064	0.560689152
1	0.548850792	0.25	0.203439109	0.357936559
0.181818182	0.549169936	0.75	0.762639968	0.739267374
1	0.201671221	0	0.386961891	0.18109664
0.545454545	0.684939527	0.75	0.511836584	0.702675686
0.272727273	0.087708124	1	0.492865373	0.449932902
0.727272727	0.138709873	0.75	0.577914093	0.43296123
0.181818182	0.002475564	0.75	0.866535183	0.482422847
0.363636364	0.116561584	0.75	0.981826395	0.576760118
0.181818182	0.473347128	1	0.408029168	0.608693613
0.545454545	0.60640043	0.75	0.828434324	0.78156119
0.363636364	0.794754508	0.25	0.765372629	0.668431692
0.727272727	0.106555925	1	0.574159815	0.479296262
0.545454545	0.851242455	0.75	0.957106533	0.838351783
0.090909091	0.746396835	1	0.200687455	0.667686772
0.272727273	0.408642019	0.5	0.109374969	0.319056729
0.727272727	0.933525803	0.25	0.854906993	0.636653485
1	0.991568523	0.75	0.439630138	0.573039519
0.090909091	0.204945463	0.5	0.847906046	0.509437534
0.818181818	0.379326395	0.5	0.894079065	0.628565142
0.727272727	0.927031418	1	0.062515916	0.538140055
0.818181818	0.72199729	0.5	0.88444284	0.793003336
0.363636364	0.047899465	0.25	0.448809649	0.182922288
0.090909091	0.781968237	0.25	0.510992667	0.569215895
0.272727273	0.828435721	0	0.62728282	0.531478665
1	0.75092824	0.25	0.927408763	0.762215785
1	0.800006833	0.5	0.019125862	0.432750301
0.545454545	0.825625025	0.25	0.477366017	0.528946388
1	0.186332185	1	0.688480833	0.564144672
0.636363636	0.235662554	0	0.723504941	0.345262939
0.181818182	0.634081583	0.5	0.693296611	0.685893377
0	0.908431682	0	0.134574086	0.289953681
0.272727273	0.316238621	0.5	0.299719346	0.344277494
0.090909091	0.588589479	1	0.359105738	0.640964807
0.636363636	0.683348636	0	0.805326752	0.614898537
0.272727273	0.452110754	0.75	0.279060513	0.469856606
0.090909091	0.71417628	0.5	0.210929364	0.534862569
0.454545455	0.900225743	0.75	0.958508978	0.809516293
0.454545455	0.624416019	0	0.008861567	0.25927201
0.818181818	0.54002093	0.75	0.998927043	0.82125101
0.272727273	0.438895146	0.75	0.677567878	0.636561117
0.454545455	0.577759501	0	0.829385766	0.60452606
0.090909091	0.355439145	1	0.294937804	0.507502143
0.818181818	0.391590762	0.75	0.014319667	0.329114568
1	0.532090337	0.75	0.738684489	0.707238172
0.090909091	0.066440324	1	0.835067422	0.541121463
0.818181818	0.2289903	0.75	0.741294022	0.546235985
0.272727273	0.543091893	0.75	0.142998671	0.464152163
0.636363636	0.431672228	0.75	0.754260322	0.673276083
0.545454545	0.33287253	0.25	0.76977254	0.473050647
1	0.730957797	1	0.659266615	0.848500861
0.727272727	0.694093679	0.75	0.766962547	0.798074206
0.636363636	0.166640551	1	0.846857458	0.646572864
0.363636364	0.879168798	0.5	0.614279873	0.635267973
0.090909091	0.495624247	0.5	0.088692328	0.38567801
0.363636364	0.741879227	0.75	0.48816244	0.731167078
0.636363636	0.573420243	1	0.077724676	0.538773776
0.818181818	0.998337647	1	0.407987944	0.631860514
0.727272727	0.752831117	1	0.407550913	0.763439852
1	0.707368268	0.25	0.066072146	0.372607841
1	0.779023091	0.5	0.349199662	0.583045542
1	0.143016892	1	0.1111108	0.326643755
0.727272727	0.204487842	1	0.809129009	0.627743427
0	0.714458157	0.25	0.948738051	0.737684623
0.727272727	0.494180831	0.25	0.072385842	0.286141183
0.545454545	0.755065264	1	0.956173552	1
0.727272727	0.102769358	0	0.523150382	0.207978622
0.636363636	0.5367183	1	0.299889627	0.601012163
0	0.378919015	1	0.076936534	0.440628449
1	0.457166842	0.25	0.501173458	0.434226729
0.636363636	0.604254524	0.25	0.795393974	0.613143218
0.636363636	0.502495042	1	0.707866962	0.734893899
0.909090909	0.540100575	1	0.050270631	0.524395204
0.181818182	0.48655008	1	0.072971858	0.480237838
0	0.409079289	0.25	0.403312964	0.370855607
0.636363636	0.772327213	1	0.295609653	0.698782055
0.181818182	0.011976136	1	0.23263301	0.319458646
0.181818182	0.598734473	0.75	0.281307654	0.582388511
0	0.565770979	0	0.804371218	0.581716044
0.909090909	0.716575021	0.5	0.930257398	0.815062638
0.363636364	0.599321656	0	0.405544874	0.41383595
0.818181818	0.827292651	0.75	0.907114449	0.831534587
0.545454545	0.959685656	0.5	0.321844217	0.49887534
0.818181818	0.342589591	1	0.47695908	0.55335639
0.727272727	0.227314411	0.75	0.226270565	0.342602562
